orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
2031,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","UKIP defied the odds again at last year's European elections, beating Labour into third place, much to the dismay of those, on the left and right, who had written the party off as a busted flush.",1,Support,C,0,1,0,1
111,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"UKIP would seek to make the 2014 elections to the European Parliament a referendum on open borders, he said.",1,Support,C,0,0,1,0
99,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.",He said the law allowed for a joint candidate to run with two party logos on a ballot paper.,2,No Relation,C,0,0,1,1
2858,id may assert but as a science their contributions remain largely with content,id may assert but as a science their contributions remain largely with content,0,Attack,C,0,1,0,0
2474,the ayn rand center says id claims that design can be inferred merely from observed complexity specified complexityi, this is really your argument thats really unimpressive,0,Attack,C,1,0,0,1
188,If UKIP is really the best our country can do for an alternative then we are all doomed.,"The private member's bill, from Tory MP James Wharton, paves the way for an in-out referendum on the EU in 2017.",2,No Relation,C,0,0,1,1
2495,i understand that michael behe is one of the participants on this forum and i am looking forward to his contributions addressing matzkes observations,behe claims that they can bring together separate components and place them in relationship to each other to create an effect that may be extremely unlikely to occur by chance,1,Support,C,0,1,0,1
510,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.",It should be clear Cameron territory.,2,No Relation,C,0,0,1,1
339,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"This will be only the fifth occasion since the 1945 general election when the Lib Dems, or their predecessors the Liberals, have defended a parliamentary seat in a by-election.",2,No Relation,C,0,0,1,1
3236,to me this is a simple one evolution all the way,you say the bible is the only proof of creationism,0,Attack,C,0,0,1,0
3865,We should create a United Nations standing army,A United Nations Standing Army would solve the problem of American military hegemony,1,Support,C,0,1,0,1
13,"The UKIP mainstay vote is in normal working people because they never voted for 4 million immigrants, they never voted for Multiculturalism.","He said UKIP planned to fight the majority of seats, although he could not give precise figures at this stage.",2,No Relation,C,0,0,1,1
1282,It's a protest vote because (most) people know that UKIP will never net in power.,"We started with TV debates that were easy to agree, because they were quite controlled, Mr Cameron said.",2,No Relation,C,0,0,1,1
3471,you need not be far left to support reasonable gun regulation,suckers bet i think so you antis are so damned scared of guns you do not havea clue of how to commit a murderous domestic terrorist act of that nature,0,Attack,C,0,0,1,0
3955,Governments should be allowed to disrupt Internet service on grounds of national security,The internet is a threat to public safety,1,Support,C,0,1,0,1
3710,no it did not a lot of bits were too far fetched and the whole story was very americanized,it was indeed a bit tacky at times,1,Support,C,0,1,0,1
1136,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","James Morris said there were lots of practical ideas for the future of the Conservative Party, but denied it was an alternative group.",2,No Relation,C,0,0,1,1
2791, i have been a christian most of my life and the ten years i lived outside the community was hell on earth,poblic schools are not to promote   religion  ,1,Support,C,0,0,1,0
2306, public opinion is unimportant to whether creationism belongs in science classes  public opinion does not determine whether creationism qualifies as science,proof why creationism should be taught in schools,0,Attack,C,0,0,1,0
2382,yes god is by his nature  supernatural,first of all the bible is not a   science   book,1,Support,C,1,0,0,0
2490,and it never has and never will,the biologic institutemy my what nonsense,0,Attack,C,1,0,0,1
2180,UKIP getting a large chunk of the vote in the EU elections sends a message to Europe that they cannot take the UK membership for granted.,Mr Farage also insisted he believes his party can win May's European elections.,1,Support,C,0,1,0,1
1611,UKIP do have more than Nigel Farage able to deal with media interviews.,"We understand the internal divisions in the Conservative Party that give rise to this sort of debate, the party said.",2,No Relation,C,0,0,1,1
