orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
2656,to sneer at aynrandinstitute and ayn rands philosophy is to fail to address the growing primary reason why people are deciding god is not an explanation of anything,youre lucky not enough people know or care enough about your religion to throw out opinions based on it presented as science philosophy logic or fact on the spot,0,Attack,C,1,0,0,,
1426,"It feels like UKIP is anti most things and base their politics on this: Anti-aid, Anti-immigrant – at times even anti-politics; it is therefore difficult to understand what they actually stand for and want to work towards.","He also warned that if a proposed referendum led to the UK leaving the EU, there would be dire consequences for the country's global influence.",1,Support,C,0,0,1,,
3931,We should allow voting at 16 in European Parliament elections,There should not be different voting ages for different elections,0,Attack,C,0,1,0,,
4011,did anybody else find the twist a bit silly i did it was shocking and unexpected alright but also so random ,i dont know how anyone can watch this movie and not understand the mastery of revenge they had just witnessed it couldnt have been more perfect,0,Attack,C,1,0,0,,
1175,If the other parties do tackle the issues of EU and immigration I'll be more than happy to see UKIP disappear.,"Mrs Ayling, 54, who sits on East Lindsey District Council, defected from the Conservatives earlier this year.",2,No Relation,C,0,0,1,,
3737,this website has so much potential all it needs is a bit of advertising and when the word is spread and maybe you have made an app then it will become popular,i agree with a few functionality improvements it can be one of the best available debating websites,1,Support,C,0,1,0,,
2146,"The whole UKIP-for-the-working-class narrative is utterly insane since, if we left the EU, the poor would still be competing with cheap foreign labor.","In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe.",2,No Relation,C,0,0,1,,
2063,It is more likely that Tory voters would vote tactically for UKIP to keep Labour out and that means Labour are at a real disadvantage. ,I think it shows that people are coming back to Labour but we have a long hard road ahead to win back people's trust.,2,No Relation,C,1,0,0,,
2529,as much as behes somewhat misleadingyet when lenski tracked down the mutations they tended to be degradative changes ones which destroyed genes or made them less efficient,for example humans have acquired a number of helpful genetic changes in our battle with the malarial parasite over the past ten thousand years,1,Support,C,1,0,0,,
3504,i believe you just get angry when soemone does not agree with you  percent,i am not angry in fact im laughing at you right now,0,Attack,C,1,0,0,,
1634,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,It has been criticised for relying too heavily on leader Nigel Farage to promote its policies.,2,No Relation,C,1,0,0,,
78,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"Following the 2010 election Lord Pearson announced in August 2010 he was stepping down, saying he did not enjoy party politics - five hopefuls entered the race to succeed him, with Farage triumphing.",2,No Relation,C,0,0,1,,
136,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ","What you are not free to do, and what only an Almighty God is free to do, is to control the divine consequences of your proposed action.",2,No Relation,C,0,0,1,,
1656,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,I believe that what UKIP is doing is vital for this country.,0,Attack,C,1,0,0,,
571,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",I think we should really consider bringing forward the legislation in this parliament that would enable the referendum on EU membership.,0,Attack,C,0,1,0,,
113,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","After a lengthy fight between the Commission and member states, including the UK and France, the 2011 budget increase was capped at 2.91%.",2,No Relation,C,0,0,1,,
1635,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","Mr Farage, speaking to the BBC's Len Tingle, said the election result represented significant progress.",1,Support,C,0,1,0,,
1794,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Oh and if the last few minutes of reading this article has felt like the Nigel Farage Show, he still dominates this political party.",0,Attack,C,0,1,0,,
881,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,UKIP leader Nigel Farage said he was pleased Mr Bloom had apologised.,2,No Relation,C,0,0,1,,
176,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",Past party leaders who have taken part in Mumsnet chats have been quizzed about their favourite biscuit.,2,No Relation,C,0,0,1,,
2980,there are two possibilities about the origin of the universe it blinked into existence,read genesis chapter ,0,Attack,C,0,1,0,,
754,It's a protest vote because (most) people know that UKIP will never net in power.,"The UKIP leader was speaking at a cross-party demonstration outside Parliament, calling on Conservatives MPs to defy a three line whip and vote in favour of a referendum on Europe.",2,No Relation,C,0,0,1,,
